Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
274,3.47,4.79,21.6,41.3,48.02,95.14
1489,3.74,4.28,21.2,89.0,35.77,71.87
958,3.61,1.11,26.3,65.3,40.59,81.04
871,3.49,1.61,22.1,67.9,40.36,84.75
1572,3.3,4.69,45.5,88.0,34.44,67.29
980,3.65,3.39,23.0,66.5,39.38,81.69
715,3.21,4.45,37.4,59.8,43.0,83.74
1005,3.94,3.66,41.9,74.4,39.96,76.56
1792,3.34,4.06,32.7,98.6,31.86,62.15
479,3.69,4.84,27.0,50.5,44.74,90.11
773,3.64,0.82,44.2,63.4,41.52,81.55
1095,3.64,1.64,46.3,73.4,39.39,74.98
1922,3.44,4.49,20.3,108.7,31.4,60.66
63,4.16,3.39,34.7,36.6,49.09,99.02
993,3.28,0.61,34.4,66.4,39.78,80.25
1416,3.78,3.41,39.2,87.7,35.09,68.0
677,4.03,2.44,20.8,55.2,42.26,87.96
1147,3.55,4.84,21.1,73.9,38.85,79.26
1607,3.98,1.4,41.2,91.0,33.18,63.99
711,4.08,3.59,27.0,55.2,42.07,86.52
1030,3.61,0.64,26.0,66.3,40.31,78.9
184,3.52,3.91,40.7,41.5,47.2,94.65
1293,3.23,0.57,32.8,77.5,37.24,73.58
1016,4.14,4.68,44.7,73.4,39.26,76.68
620,3.88,2.43,20.6,50.5,43.37,88.44
436,3.55,1.79,34.4,47.7,44.99,89.4
34,3.42,1.36,29.4,33.7,50.55,97.56
1363,3.39,2.21,31.3,86.9,35.55,70.51
1304,3.6,2.42,22.6,78.4,36.43,73.95
1378,3.27,2.72,41.0,87.8,36.26,68.73
491,3.64,3.61,31.1,46.8,45.48,90.23
848,3.83,1.54,25.6,68.8,40.81,82.89
94,4.18,1.84,21.5,35.9,49.97,99.37
1174,3.3,4.36,46.4,72.8,39.23,71.63
98,4.17,0.94,35.7,32.7,49.37,95.03
1697,3.94,4.24,32.6,101.0,32.83,65.77
402,3.36,1.45,28.8,46.3,46.41,89.6
1618,3.93,3.65,35.7,94.1,32.88,67.7
1177,3.39,2.89,29.0,74.1,37.28,76.65
1987,4.09,3.15,38.3,108.0,30.31,58.13
1609,3.67,1.79,41.6,90.4,34.88,66.12
1905,3.53,1.94,33.7,110.6,30.08,60.54
124,3.71,3.57,47.0,32.3,49.42,94.35
1883,3.44,4.63,20.4,102.8,30.54,63.74
1671,4.06,2.57,28.2,98.7,33.78,65.7
1034,3.65,4.05,47.5,69.7,39.31,75.3
1022,3.89,3.65,47.3,69.3,38.8,77.44
234,4.04,4.83,33.4,37.7,48.63,93.21
1731,3.3,2.0,30.4,97.1,33.36,64.71
1859,4.13,1.07,43.5,108.1,30.43,59.34
1049,3.82,4.23,25.9,67.7,39.05,77.29
375,4.19,2.0,36.7,41.4,45.57,88.92
1877,3.42,0.55,42.2,104.5,30.32,60.31
596,3.32,0.56,35.3,54.9,43.87,87.72
352,4.09,3.58,36.7,42.3,46.53,92.54
1959,3.77,3.1,31.0,110.2,30.0,59.22
820,3.73,3.32,31.1,61.9,40.83,83.21
714,3.97,4.64,23.7,56.2,43.83,84.31
779,3.25,2.24,30.2,56.5,42.8,84.52
470,4.11,1.95,26.6,51.9,45.59,92.2
493,3.33,2.39,39.5,50.7,45.87,87.96
329,3.68,4.03,22.4,46.0,46.93,93.88
358,4.07,2.82,34.9,49.3,47.23,92.41
766,3.99,2.61,26.0,65.1,41.66,84.09
1443,3.51,0.85,41.7,87.9,34.61,69.59
616,4.19,1.5,34.7,54.4,44.77,87.17
1183,4.01,4.48,24.0,77.0,37.87,78.19
1964,3.38,1.07,44.6,107.0,30.74,58.78
1012,3.37,0.72,41.5,67.5,39.39,76.15
957,3.34,3.99,45.2,68.4,40.73,77.79
176,4.19,2.75,28.4,35.5,48.31,97.17
374,4.07,3.6,46.3,49.0,46.12,88.19
1933,4.03,1.76,33.2,105.4,31.06,60.89
1685,4.19,2.68,36.7,93.1,32.36,65.6
1673,3.27,3.88,31.3,100.9,32.35,63.66
439,3.22,1.47,35.3,46.2,44.82,90.4
935,4.05,4.05,49.1,65.2,39.73,77.28
976,3.27,4.5,30.7,64.3,39.86,79.63
176,3.56,3.3,38.7,39.3,48.43,94.51
150,3.92,3.59,49.0,39.3,48.79,92.21
701,3.25,4.66,36.4,54.7,43.89,85.46
277,4.19,4.12,23.4,39.6,46.57,96.19
834,3.3,4.62,39.1,61.1,41.7,81.7
658,3.83,1.43,28.8,60.7,43.35,85.21
504,3.84,3.84,48.8,49.5,45.52,84.81
1037,3.23,2.26,28.2,67.0,39.88,79.33
74,4.06,4.55,28.7,31.2,48.34,97.66
178,3.33,3.43,20.2,37.3,47.65,95.9
1061,4.17,3.83,42.1,76.1,39.96,77.25
1758,4.17,4.25,45.6,98.7,32.11,62.71
620,3.96,0.95,21.3,56.5,43.34,86.21
400,3.91,1.77,39.2,50.6,45.45,88.55
368,3.64,4.79,28.2,48.3,46.46,91.91
1665,4.06,1.73,20.4,95.9,32.76,65.53
1342,3.39,0.73,39.9,85.8,37.53,72.86
722,3.84,4.54,43.7,55.7,42.1,82.54
44,3.39,1.73,38.8,29.2,49.11,95.93
793,3.91,0.96,27.5,61.6,41.83,82.68
1241,3.47,2.33,46.3,78.2,36.91,72.69
1086,3.5,4.81,23.3,72.6,38.78,78.28
1982,3.99,2.42,31.7,109.0,30.56,60.73
722,3.29,4.91,50.0,61.3,42.04,80.5
741,3.24,1.27,40.2,57.0,42.72,84.15
1551,3.65,1.74,40.2,90.2,35.26,64.84
755,3.57,4.31,43.4,56.2,43.04,81.87
1760,3.67,4.59,27.5,99.7,32.95,65.84
830,4.11,2.34,39.9,63.4,42.61,82.44
1793,3.65,3.81,34.1,105.5,31.16,62.62
1732,3.55,3.7,48.9,101.4,32.52,60.97
1804,3.96,3.3,45.0,101.9,32.22,61.05
150,4.04,3.96,40.8,33.0,48.92,94.1
1110,4.12,2.01,46.4,74.5,38.52,72.79
1629,4.01,2.41,26.9,94.9,34.35,65.22
1604,3.64,3.4,48.8,90.6,34.37,63.34
429,3.56,2.27,48.1,44.5,46.42,86.99
165,3.87,1.19,39.4,39.5,47.97,95.02
1698,3.62,4.36,25.3,98.8,32.42,66.5
1368,3.55,4.99,47.3,83.1,35.43,70.19
1950,3.49,1.08,20.8,103.4,31.18,61.97
1354,3.42,1.62,42.9,87.7,35.93,72.22
593,3.93,4.27,21.1,53.7,45.06,86.77
1543,4.19,3.4,30.8,93.0,34.15,67.59
419,3.95,4.29,25.2,42.9,45.93,91.0
354,3.26,2.6,41.2,48.8,47.25,89.72
597,4.01,2.07,47.3,50.8,43.9,83.86
524,3.37,2.88,30.6,55.3,45.38,87.24
1471,4.19,4.9,23.6,85.4,35.42,69.63
263,3.89,2.4,32.4,43.0,46.97,93.78
1929,4.15,1.07,22.0,102.6,30.02,62.04
1808,3.31,4.26,28.4,99.1,31.34,62.95
476,3.86,1.18,20.7,49.6,44.58,89.59
750,3.26,3.37,33.8,64.4,41.94,85.38
588,3.44,3.64,49.9,58.2,43.84,85.22
975,4.14,1.37,24.3,71.9,39.6,81.43
223,4.2,2.03,41.9,41.9,48.64,94.0
707,4.17,4.58,49.7,54.5,42.57,81.15
495,3.78,2.47,23.2,48.2,44.8,88.79
1766,4.19,3.85,20.8,101.6,31.71,66.34
275,3.45,2.85,38.0,42.2,46.78,93.03
1732,3.85,4.33,35.5,96.4,32.43,65.43
1699,3.56,1.17,46.4,102.8,32.81,64.6
1026,3.42,2.81,37.3,67.3,40.2,78.08
1483,3.23,3.1,41.0,86.9,34.56,67.4
748,3.61,2.81,24.1,55.4,41.74,85.42
145,3.83,2.96,31.3,36.4,49.42,94.29
878,3.52,4.79,21.5,67.2,42.0,81.53
641,3.43,4.01,24.8,57.7,42.76,89.15
735,3.42,0.6,40.6,61.6,43.04,82.76
832,3.95,3.14,20.3,67.7,41.59,84.82
107,3.96,1.58,30.9,36.3,48.55,95.22
1627,3.56,4.12,32.3,92.8,33.19,66.06
570,3.35,4.12,25.7,50.9,44.32,87.69
68,4.0,4.53,48.5,36.4,48.33,94.61
113,3.86,1.58,29.5,36.2,49.2,97.34
1844,3.36,1.45,41.1,106.2,31.54,61.89
712,4.13,3.35,45.4,57.5,42.32,83.07
189,3.38,4.76,21.4,40.6,47.63,95.06
1860,3.21,3.57,40.0,108.6,30.75,60.99
1191,3.55,1.08,42.3,76.8,37.26,74.25
666,3.46,2.89,44.0,56.1,43.42,84.52
203,3.36,2.97,22.0,38.7,47.2,94.86
504,3.71,1.51,37.4,46.0,44.34,89.05
778,4.18,1.76,44.9,66.1,42.6,83.44
1784,4.01,2.65,31.8,97.9,32.71,63.33
14,4.04,0.91,45.1,34.0,50.77,96.78
1007,3.6,0.95,45.8,71.6,39.34,76.87
238,4.17,4.86,40.0,43.8,47.67,91.85
1875,3.44,2.31,41.7,107.5,31.79,61.4
804,3.4,4.2,28.3,61.9,41.07,83.47
586,3.65,1.14,24.3,54.4,44.77,88.08
1793,3.27,2.32,38.0,105.3,32.71,62.7
1741,3.55,1.61,39.3,95.5,31.76,61.06
168,3.75,1.89,24.7,37.1,49.04,95.12
848,4.0,1.06,49.5,68.5,41.46,80.55
1303,3.65,3.19,21.5,85.8,37.26,73.81
1402,3.91,4.97,22.1,88.2,35.79,71.91
1956,4.03,3.01,30.2,111.2,29.92,60.09
1679,3.88,4.63,39.1,100.8,34.19,65.97
440,4.09,1.72,44.0,45.3,45.63,87.66
120,3.66,1.9,33.1,38.6,48.47,95.01
1219,3.61,1.81,34.3,79.4,36.84,73.62
628,3.31,1.76,46.8,55.9,43.83,85.79
1012,3.68,0.96,44.1,67.5,39.2,77.34
880,3.79,2.07,39.2,67.3,41.43,80.26
1269,3.81,4.29,39.9,76.0,37.23,72.88
874,4.0,2.06,24.8,64.6,41.68,83.02
712,3.75,2.57,33.2,58.5,41.95,86.07
1518,3.82,0.56,26.0,94.3,34.63,69.97
1293,3.79,4.1,23.9,83.6,37.4,75.74
1789,3.68,1.84,47.3,106.0,32.65,60.71
1973,3.49,2.59,23.8,105.9,30.19,60.14
356,3.38,1.74,33.7,40.3,47.0,90.35
953,3.21,2.22,30.0,68.2,40.3,79.77
1409,3.59,1.89,42.7,89.5,35.76,67.29
1547,3.3,1.27,20.9,89.0,34.92,68.98
1856,3.82,1.16,30.5,105.4,30.61,62.76
1712,3.83,1.5,36.8,101.3,32.86,62.38
763,3.64,4.45,48.7,55.8,42.43,81.34
336,3.96,3.01,24.9,40.6,46.88,94.54
256,3.59,4.92,32.1,35.9,47.45,93.71
1301,3.49,2.97,41.7,80.2,37.51,73.29
562,3.88,0.98,33.0,52.5,44.87,85.93
1383,4.06,1.69,38.5,86.0,36.68,68.56
1302,3.64,3.46,40.2,85.7,37.85,73.37
98,3.74,4.47,36.9,31.2,49.08,94.48
1124,3.97,4.52,47.6,79.7,39.73,74.35
568,3.52,0.71,20.9,53.3,43.48,89.61
1537,3.25,4.4,45.5,87.1,33.89,68.09
1822,4.06,1.67,39.9,98.9,31.1,61.61
1698,3.49,4.11,38.3,93.8,33.01,62.19
1522,3.35,2.47,50.0,89.7,35.73,65.93
1194,3.51,1.75,23.7,79.3,38.48,76.81
456,4.06,3.41,34.4,53.0,44.62,91.03
112,3.36,3.46,33.8,35.0,48.13,96.58
1017,3.95,3.46,36.5,73.2,40.32,79.78
1313,3.29,0.88,41.6,81.5,36.27,70.76
1242,3.43,1.98,49.6,82.8,37.75,71.92
710,3.83,1.21,24.5,58.6,42.89,86.57
560,3.77,4.17,23.8,51.3,44.62,87.54
360,3.52,0.78,46.7,46.3,46.34,89.48
1173,3.83,4.88,32.1,81.7,38.16,75.34
1482,3.33,0.76,37.9,90.5,34.51,69.61
1066,3.43,3.06,35.6,71.3,38.85,75.73
1910,3.78,0.68,49.8,101.7,31.24,58.93
881,3.32,2.59,20.6,65.4,41.1,82.5
1219,3.33,2.29,45.9,82.5,37.98,74.34
916,4.17,2.09,22.7,69.2,39.99,83.7
1627,4.18,2.49,28.3,97.7,34.6,66.47
940,3.7,2.52,36.6,68.6,40.92,78.43
1530,3.65,3.3,35.5,94.2,34.75,66.18
482,3.21,2.11,20.0,49.7,45.35,90.41
437,3.57,2.09,27.6,51.0,44.97,90.78
996,3.56,0.71,28.6,74.5,39.98,79.33
970,3.73,4.1,36.5,70.8,40.4,79.57
554,3.85,3.22,37.6,56.5,45.34,87.27
201,3.24,3.46,37.5,42.4,47.31,93.37
703,3.82,4.57,38.9,56.3,43.8,82.38
1203,3.88,3.15,44.3,81.0,38.91,71.88
109,3.8,3.23,36.0,31.6,48.78,97.82
16,3.61,4.75,31.0,25.7,49.41,100.0
488,3.75,3.58,25.3,50.0,44.82,91.73
1686,3.41,1.22,25.1,98.7,33.15,65.59
933,3.74,4.56,39.0,62.7,40.19,77.34
49,4.2,2.58,49.8,34.5,49.52,94.71
1354,3.81,4.38,28.5,83.2,36.6,70.82
671,4.17,1.4,39.5,52.6,43.47,85.41
889,3.39,0.69,47.5,67.1,40.75,77.45
1379,4.08,3.78,24.3,89.3,35.37,72.19
1604,3.97,4.3,31.1,90.9,34.51,67.18
978,3.25,2.18,28.5,70.0,41.04,81.62
471,3.67,4.43,36.2,44.9,44.68,89.58
682,3.4,4.4,47.7,59.9,43.28,83.92
1469,3.44,3.43,47.9,88.9,34.53,67.71
889,3.91,4.2,30.9,62.8,41.61,79.97
1395,4.16,2.56,44.8,83.5,35.08,67.47
1664,3.85,3.73,32.3,100.9,33.42,66.27
663,3.81,1.58,43.1,55.7,42.39,85.9
1231,3.62,3.02,40.8,80.2,38.22,72.52
656,3.41,4.21,22.4,60.2,42.49,87.68
1732,3.77,2.19,32.1,101.0,33.63,62.3
482,3.63,1.65,27.0,48.4,44.86,91.28
1662,3.53,1.5,22.3,99.1,33.64,66.4
1157,3.8,3.09,45.5,71.7,38.14,72.65
462,3.87,1.73,32.2,50.5,45.21,91.4
151,4.0,4.64,22.6,38.2,49.21,96.21
25,3.36,0.57,39.8,35.4,49.54,98.13
685,3.94,2.36,28.7,54.7,42.19,84.85
860,3.26,3.14,29.7,65.7,40.47,83.85
1979,3.3,0.98,43.9,110.7,29.44,56.47
1831,4.09,0.86,24.5,104.6,32.12,64.92
1436,3.54,2.51,41.0,89.1,35.96,68.97
317,3.98,1.21,31.7,37.8,46.92,94.23
1250,3.95,4.04,27.8,81.8,37.87,74.3
924,3.3,1.4,34.5,70.9,41.07,78.24
584,3.32,4.02,40.3,58.2,44.85,86.76
65,4.0,4.94,32.6,37.0,50.0,96.03
193,3.73,1.01,21.2,38.0,48.18,98.64
826,3.66,3.62,20.1,61.0,41.39,83.9
271,3.42,2.56,40.5,44.5,47.31,93.84
429,4.03,2.87,43.9,43.2,46.67,89.78
1181,3.71,4.04,40.4,77.4,38.61,74.2
1048,3.57,3.04,40.2,75.0,39.08,77.44
1368,3.31,0.56,20.2,83.8,36.21,71.43
734,3.38,4.81,40.4,62.0,43.11,83.14
741,3.72,4.64,46.3,56.2,43.08,83.68
758,4.02,2.89,24.7,63.8,42.54,85.32
488,3.22,1.61,39.2,46.7,45.31,88.28
498,3.62,1.03,22.1,50.8,45.4,89.08
1751,3.56,4.9,47.4,104.2,32.12,60.73
321,3.56,3.65,23.8,42.2,46.2,92.95
313,3.3,2.67,46.4,43.9,47.06,89.85
1310,4.18,0.82,20.6,84.7,37.14,74.41
178,3.78,3.48,33.3,40.1,48.35,95.64
661,4.06,0.7,25.5,54.6,43.99,87.35
1911,4.15,0.78,25.0,108.6,31.09,63.54
1129,3.69,4.98,37.6,70.2,38.71,74.12
1836,4.12,4.2,25.6,107.0,30.7,64.73
185,3.45,4.97,36.1,42.0,47.58,92.95
1341,3.82,2.55,49.2,83.1,36.86,68.17
299,3.58,3.27,27.5,42.2,46.47,95.59
1945,4.11,2.6,37.2,110.1,31.03,58.97
968,3.66,3.49,26.3,68.2,39.37,79.82
1319,3.55,0.74,41.4,79.1,37.45,71.72
477,3.42,3.19,24.2,50.5,45.59,91.23
1733,3.48,0.5,31.9,98.0,32.97,64.32
723,3.21,4.59,26.7,55.3,43.53,84.01
1358,3.35,2.88,30.6,88.9,36.16,73.11
525,3.3,1.31,30.2,46.2,44.94,89.75
196,3.25,2.14,37.8,39.7,47.53,94.21
1221,3.58,1.29,42.0,83.1,37.3,74.09
1625,3.59,2.67,40.8,94.8,34.51,63.75
1425,4.07,2.67,41.5,85.2,36.5,69.02
1266,3.92,3.2,25.3,83.9,36.58,75.2
1203,3.33,3.87,39.7,82.1,38.21,71.84
815,3.84,2.52,43.8,65.3,42.71,82.75
874,3.98,3.02,35.0,61.3,41.92,79.65
753,3.38,0.65,44.3,58.7,42.21,82.39
1386,3.91,1.36,41.4,80.6,35.37,68.91
1224,3.94,2.03,31.9,76.0,37.31,73.4
1937,4.12,3.64,30.0,109.4,31.34,58.97
1975,3.23,1.65,44.5,112.2,30.36,58.08
731,4.14,3.96,26.7,60.2,41.81,84.52
1121,3.81,3.24,49.8,77.2,38.0,72.1
1865,3.8,4.15,20.7,108.4,30.73,65.29
452,3.26,1.94,47.7,50.6,44.59,85.72
1634,3.8,2.06,40.6,92.4,34.02,65.94
1949,3.75,3.87,37.5,110.1,30.41,57.84
1168,3.48,4.24,42.7,81.2,38.2,75.92
1124,3.57,2.38,48.0,70.3,37.84,73.97
464,3.43,4.5,25.1,45.2,44.76,91.17
1005,3.99,4.12,33.6,67.9,39.21,79.38
706,3.78,0.76,37.9,56.9,42.2,84.96
44,3.89,2.19,36.6,31.0,49.62,95.59
388,3.46,0.65,40.4,47.0,46.36,90.86
633,3.81,1.27,45.5,59.4,44.5,85.81
682,3.31,2.23,29.2,57.8,43.3,85.12
1292,3.56,4.39,48.3,77.2,37.76,71.8
1320,3.66,0.65,37.6,78.0,37.78,70.46
992,3.34,1.74,34.0,70.8,40.31,79.39
542,3.25,4.23,43.1,54.3,44.06,87.6
135,3.31,2.76,40.9,32.3,49.44,96.85
1716,3.36,3.61,41.9,99.8,33.38,62.57
212,3.3,2.42,26.4,40.3,47.92,97.21
163,3.68,3.6,49.7,41.2,48.5,92.07
531,3.56,2.41,25.8,52.0,44.94,90.55
899,3.58,2.85,27.5,70.2,40.88,81.09
1713,3.63,2.95,43.1,98.2,32.46,61.34
1295,3.31,1.67,48.0,84.6,37.8,69.91
1079,3.5,0.65,37.1,74.0,38.9,77.9
335,3.22,3.5,26.0,39.7,46.16,93.83
1588,3.65,3.28,20.3,96.4,34.08,67.76
1752,4.0,3.55,30.9,103.5,32.51,64.37
831,3.4,4.47,24.1,58.6,40.74,82.49
1359,3.91,2.31,37.7,82.8,36.45,70.68
1824,3.35,3.61,42.1,106.6,31.73,59.13
1813,3.64,4.79,25.6,102.0,31.81,63.82
1929,4.07,3.89,38.4,106.1,30.25,59.25
983,3.48,3.38,41.1,69.5,41.02,76.0
1240,3.28,2.69,34.2,80.9,38.4,75.1
130,3.78,3.19,37.9,32.8,48.2,97.33
146,3.4,3.7,37.0,31.1,48.5,93.55
159,3.21,2.99,21.8,38.5,49.29,97.51
1469,3.48,4.25,36.5,85.7,35.43,70.21
904,3.84,3.57,49.7,65.6,40.59,79.0
336,3.26,1.52,48.5,41.0,46.42,90.36
386,3.29,3.65,37.9,42.9,46.21,91.51
315,3.91,1.48,22.3,37.8,46.7,94.46
1820,3.75,1.61,48.7,100.7,32.45,59.15
1759,3.4,2.71,21.5,99.4,31.72,64.91
1735,3.58,2.43,46.3,100.4,33.1,63.21
1937,4.11,4.73,39.2,111.9,30.38,60.73
986,3.31,4.5,33.9,67.4,40.82,78.39
441,4.02,3.61,46.0,46.5,45.84,86.94
1959,3.9,2.83,23.8,104.6,30.35,59.13
1908,3.36,4.69,26.1,111.1,30.77,61.67
720,4.14,3.08,33.1,60.9,43.45,85.27
143,3.22,2.41,41.2,36.4,48.94,95.41
347,3.47,4.94,28.1,44.4,47.4,91.6
1718,3.75,3.61,22.7,99.3,33.34,67.41
62,3.41,2.58,27.5,36.7,48.75,98.8
1879,4.18,3.34,30.9,107.7,30.97,63.04
545,3.33,1.24,24.3,54.5,44.34,89.98
1248,3.7,4.1,29.2,79.5,36.75,72.65
1057,3.48,1.11,23.3,68.7,38.44,80.2
1049,3.23,1.76,23.7,75.6,39.37,77.56
1387,3.71,3.43,37.6,83.2,36.77,69.53
1221,3.67,4.2,32.7,81.2,38.51,72.53
290,4.02,1.5,46.6,37.8,46.12,92.96
911,3.58,3.52,24.7,66.5,41.25,81.6
1664,3.39,1.25,45.5,95.5,32.75,62.52
890,3.45,4.24,37.2,60.8,41.66,82.31
1012,4.13,0.88,24.9,75.1,39.07,81.14
1235,3.79,2.88,21.1,77.5,38.09,76.04
1930,4.2,2.44,39.6,110.6,31.06,60.76
220,3.78,1.3,23.4,34.2,48.57,94.25
1436,4.07,3.33,20.5,87.9,36.62,70.36
1977,3.66,1.32,21.3,110.6,31.09,61.21
595,3.97,3.11,34.1,57.4,43.34,87.68
857,3.95,2.01,36.2,62.1,41.06,79.8
799,3.96,0.96,28.5,57.9,42.15,83.95
1985,3.26,2.28,32.0,112.2,30.04,59.09
1326,4.07,3.59,22.5,80.0,35.86,73.42
617,4.05,3.98,34.0,49.9,44.12,87.7
242,3.22,2.73,25.2,35.4,46.94,96.71
1357,3.71,3.51,29.3,81.1,36.89,70.65
550,3.4,4.65,33.5,47.9,43.79,86.9
192,4.03,1.78,41.9,41.2,47.93,92.04
1222,3.59,1.84,42.0,75.7,38.66,71.64
315,3.44,0.84,30.1,42.2,46.82,93.92
113,3.74,4.43,41.3,31.2,47.98,94.85
285,3.76,0.72,37.2,41.5,47.28,90.9
676,3.21,4.32,40.1,56.3,43.38,83.56
1120,3.64,1.57,49.7,75.7,38.46,72.05
822,3.96,4.32,48.7,64.2,41.09,80.7
1930,3.78,3.44,46.1,104.9,30.99,57.56
1963,3.38,0.92,22.0,107.1,30.78,63.11
1187,3.45,2.37,30.4,75.7,38.02,75.2
582,4.03,2.27,34.7,52.6,43.49,85.7
1143,3.97,2.2,44.7,75.5,39.48,74.55
1590,3.4,4.22,28.5,97.0,33.58,66.07
1474,3.94,4.88,48.9,89.8,34.61,64.98
1200,3.23,3.86,40.3,82.6,37.12,73.79
825,4.03,1.33,40.4,61.1,42.28,81.87
1795,3.73,2.42,47.9,105.3,32.09,62.03
1604,3.69,4.14,39.3,90.2,34.16,64.2
6,4.14,3.36,39.1,27.1,50.83,97.55
1136,3.49,2.97,43.2,76.4,38.19,74.33
1183,4.15,4.4,36.1,74.1,37.32,72.85
811,3.35,3.24,43.9,62.9,42.66,82.78
814,3.31,1.15,32.6,65.0,42.4,82.65
934,3.31,1.46,26.3,64.8,40.73,82.36
1779,3.35,4.0,30.6,103.9,32.99,63.03
274,3.29,3.38,42.8,41.7,46.45,90.26
850,4.16,1.25,47.5,67.3,42.21,79.98
407,3.48,4.18,25.9,50.1,46.44,90.27
84,3.61,3.7,26.6,34.4,49.6,97.93
1515,3.35,3.72,33.0,90.0,35.22,67.55
413,3.37,1.77,47.9,50.7,45.63,89.71
82,3.82,2.52,33.0,36.7,49.99,96.51
1406,4.02,2.56,49.6,87.4,35.1,67.28
1564,4.07,2.73,33.3,96.6,33.76,69.09
1396,3.5,1.2,41.9,90.7,36.32,67.96
891,3.32,2.8,31.0,68.5,41.11,80.54
786,3.97,2.22,30.1,63.7,42.94,84.98
1530,3.42,2.56,29.6,94.8,34.09,70.55
1501,3.47,4.68,32.1,89.3,35.42,70.35
1844,3.68,1.4,30.5,101.4,32.19,61.67
82,4.02,2.19,28.3,30.2,49.65,96.69
1267,3.26,4.69,23.8,80.0,37.4,76.02
1876,3.4,4.92,46.6,101.6,31.13,60.96
44,3.68,4.84,25.0,34.7,49.62,99.97
673,3.34,1.21,27.8,52.3,42.32,86.82
737,3.51,3.38,23.8,58.3,42.4,86.85
863,4.17,3.85,33.3,69.3,41.84,80.4
449,3.29,0.66,27.0,52.8,45.49,89.15
1739,3.61,0.9,44.8,98.8,31.89,60.75
210,3.84,1.3,31.4,34.5,48.13,95.49
342,3.49,2.98,38.7,45.1,46.69,89.64
815,3.73,2.56,41.3,59.8,40.98,82.94
268,3.84,3.34,49.1,42.6,46.99,92.95
397,3.64,4.48,31.6,49.7,45.86,89.1
34,3.67,2.68,41.0,27.6,48.72,95.61
1870,3.89,1.66,30.3,106.5,31.63,62.34
1974,3.29,2.04,29.8,106.2,29.27,59.93
580,3.2,2.81,36.3,54.6,44.13,86.92
84,3.34,2.47,23.0,33.1,49.61,100.0
1695,3.31,3.52,30.1,96.0,32.45,65.99
1443,3.68,3.48,27.1,83.6,35.94,70.96
685,3.88,2.34,39.7,59.9,43.64,83.82
1407,4.01,2.12,35.2,86.4,36.91,69.65
913,3.22,4.73,44.8,63.5,41.52,80.33
63,3.68,2.96,33.3,35.2,50.25,98.55
683,4.11,4.82,43.0,61.2,43.1,82.53
647,4.07,3.57,21.1,56.8,43.68,87.82
1599,3.25,4.35,21.5,91.9,34.63,66.63
1041,3.82,4.59,39.4,76.5,40.09,77.04
1589,3.23,1.47,35.4,95.2,34.26,65.08
1075,3.47,3.33,30.9,70.7,39.87,75.63
1332,3.22,1.04,34.0,79.0,36.9,71.58
867,3.62,2.65,23.4,65.2,41.43,84.59
72,3.49,1.01,42.1,28.6,49.32,96.96
451,3.59,0.75,39.7,49.1,45.34,87.44
595,3.91,4.85,44.6,55.7,44.36,86.75
361,4.05,3.59,32.4,47.3,46.92,90.1
1337,4.1,3.32,44.7,79.0,37.09,69.89
972,4.08,3.77,24.1,73.2,41.08,80.69
1264,4.16,3.21,20.1,85.2,37.63,77.24
158,3.66,0.81,34.1,34.4,47.7,97.18
817,3.33,2.37,31.5,58.6,41.65,81.53
456,3.47,2.08,27.0,49.2,45.7,91.47
141,3.6,0.94,49.8,37.5,48.44,92.91
744,3.97,0.88,45.7,57.8,42.14,80.94
1031,3.23,2.79,49.8,76.0,40.3,75.56
30,3.66,4.84,42.3,28.2,49.03,96.99
1363,3.85,2.72,22.2,83.3,35.63,72.94
1620,3.3,1.19,34.2,92.7,32.81,67.67
282,3.23,3.87,48.7,39.8,47.49,92.39
1727,3.21,1.06,22.7,100.5,33.34,67.09
1010,4.03,1.9,39.4,69.8,39.42,77.81
1588,3.68,1.55,30.7,97.0,33.59,65.72
351,4.04,3.65,45.8,48.5,45.5,89.14
1369,3.78,2.56,38.4,85.8,36.82,70.83
1883,3.74,2.83,20.5,102.4,31.9,62.51
763,3.63,4.56,23.7,63.5,42.17,83.85
880,3.41,3.79,47.5,65.1,40.41,78.77
122,3.74,3.51,29.6,31.5,48.28,97.72
1981,3.94,0.67,21.3,104.9,30.13,59.55
545,4.11,4.52,24.9,56.6,43.73,87.16
1187,3.98,2.19,39.5,73.6,37.53,73.29
954,3.7,3.76,28.8,66.8,39.93,79.29
650,3.98,3.93,46.9,54.1,43.64,85.36
1170,3.21,1.57,36.0,74.1,38.61,75.17
1494,3.31,2.4,47.3,86.7,35.33,68.28
1357,3.21,4.45,33.8,84.8,36.6,70.47
998,4.05,4.87,26.6,71.7,39.36,79.8
597,3.53,2.96,48.7,50.7,43.57,84.54
102,3.67,3.09,37.5,35.3,49.38,96.06
1558,4.05,3.21,40.8,92.9,35.37,67.18
669,3.49,3.28,22.4,55.1,43.16,88.33
251,3.57,0.8,39.4,39.3,48.41,93.27
347,3.92,3.2,35.5,39.1,47.19,92.24
1314,3.45,4.83,28.3,87.3,36.43,73.72
1254,4.1,1.29,22.4,82.6,38.11,74.14
639,3.99,2.62,40.3,58.9,44.07,83.58
1034,3.85,2.61,45.5,73.7,40.46,75.92
1157,3.45,1.85,32.3,75.4,37.63,74.83
517,3.33,0.89,29.1,52.2,44.09,87.09
